CITY_NAME,STATE_NAME,CRIME_CODE,CRIME_DESCRIPTION,DATE_REPORTED,DATE_OCCURRED,LATITUDE,LONGITUDE,DATE_FORMAT
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/25/2020,38.92309594,-77.02970809,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.89861422,-76.9748243,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/25/2020,38.90661441,-77.03195208,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.9166434,-77.03195092,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.90191752,-76.9937542,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/25/2020,10/24/2020,38.9059837,-76.9908538,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/25/2020,10/25/2020,38.8911252,-76.938586,MM/DD/YYYY 
Washington DC,DC,,ASSAULT W/DANGEROUS WEAPON,10/26/2020,10/25/2020,38.90562334,-76.97477144,MM/DD/YYYY 
Washington DC,DC,,THEFT/OTHER,10/26/2020,10/25/2020,38.95779549,-77.00169798,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/25/2020,38.86891865,-76.95947618,MM/DD/YYYY 
Washington DC,DC,,THEFT F/AUTO,10/26/2020,10/25/2020,38.9179723,-77.04646975,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/26/2020,38.89478272,-76.9872043,MM/DD/YYYY 
Washington DC,DC,,ROBBERY,10/26/2020,10/26/2020,38.85614919,-76.96501949,MM/DD/YYYY 
Washington DC,DC,,MOTOR VEHICLE THEFT,10/26/2020,10/26/2020,38.91407931,-77.00130859,MM/DD/YYYY 
Washington DC,DC,,ASSAULT W/DANGEROUS WEAPON,10/26/2020,10/26/2020,38.90773872,-76.98489505,MM/DD/YYYY 
